1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
3598,1860,5148,3306,0,6829,3123,0,0,0,1292,0,7609,4039,0,0,5180,0,2523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3047,0,0,0,0,0,0,0,0,4578,0,0,956,1271,0,0,0,10132,0,0,0,0,0,0,3911,0,0,0,0,0,0,0,8824,0,0,0,0,0,0,0,0,0,0,0,5350,9469,10532,0,4081,0,0,0,0,697,0,6099,0,0,5807,0,0,8628,8339,0,0,0,0,0,0,0,0,0,0,0,0,3303,0,0,0,0,2066,0,0,0,0,0
3598,7034,8771,7568,0,6829,3123,5578,0,0,7883,0,7609,4039,0,0,5180,0,2523,4430,2842,5053,0,0,0,0,13035,0,0,0,0,0,5835,0,7854,0,0,0,0,0,0,0,4911,4578,0,0,956,1271,0,0,0,10132,2107,0,0,0,0,5177,3911,0,0,0,0,2137,2745,0,8824,0,0,0,0,0,0,0,0,0,0,0,10121,9469,10532,0,6478,0,0,1718,0,697,0,6099,0,0,5807,0,0,8628,8339,3626,5256,0,5152,5374,0,0,3184,4541,0,0,0,3303,0,0,0,0,2066,0,0,0,0,0
